Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Status
clean-air_defense-system-rm-2-uvc-uvc-germicidal-system-remote-mount,Clean Air Defense System BioForce Defender® Remote Mount - RM2 Dual UVC Germicidal Unit,"<p><span>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available</span><br><span>- Three year warranty against lamp defects</span><br><span>- Lifetime warranty on all electric components</span><br><span>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz</span><br><span>- Suitable for up to a 10 ton AHU</span></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV</a></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CAD_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617814263"">Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"">.</a>
</li>
</ul>
<ul></ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,CAD,true,Size,"12""",,,,,,,,RM2-12/12,4082.013815341,,-324,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVRM2-16-16_a49f62aa-abcb-4d34-b6a8-9dde905a8e1a.jpg?v=1709242364,1,,false,,,,lb,,active
clean-air_defense-system-rm-2-uvc-uvc-germicidal-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/16,4082.013815341,,-226,deny,manual,true,true,,,,,,,,,,,,,lb,,
clean-air_defense-system-rm-2-dual-uvc-uvv-germicidal-oxidation-system-remote-mount,Clean Air Defense System BioForce Defender® Remote Mount - RM2 Dual UVC/UVV Germicidal,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV</a></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CAD_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617814263"">Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,CAD,true,Size,"12""",,,,,,,,RM2-12/5,4082.013815341,,-1535,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVRM2-16-5_92de3274-25c6-4dfd-8c08-11a83b14ac1b.jpg?v=1709242389,1,,false,,,,lb,,active
clean-air_defense-system-rm-2-dual-uvc-uvv-germicidal-oxidation-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/5,4082.013815341,,-1702,deny,manual,true,true,,,,,,,,,,,,,lb,,
clean-air_defense-system-rm-1-oxidation-system,Clean Air Defense System BioForce Defender® Remote Mount - RM1-5WB UVV Oxidation Lamp Unit,"<p><span>- Remote Mount UVV 5"" oxidation unit with ballast (RM1-5WB).</span><br><span>- Three year warranty against lamp defects</span><br><span>- Lifetime warranty on all electric components</span><br><span>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz</span><br><span>- Suitable for up to a 10 ton AHU</span></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV</a></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CAD_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617814263"">Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,CAD,true,Title,Default Title,,,,,,,,RM1-5WB,3175.010512289,,-65,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVRM1-5WB_70884c57-29f3-4ce3-b0f8-6326c05aeb97.jpg?v=1709242349,1,,false,,,,lb,,active
clean-air_defense-system-rm-1-germicidal-uv-system-remote-mount,Clean Air Defense System BioForce Defender® Remote Mount - RM1 UVC Germicidal System,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CAD_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617814263"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CADS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617813688"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,CAD,true,Size,"12""",,,,,,,,RM1-12,4082.013815341,,-2346,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVRM1-16_149ba376-13ab-4e53-89f7-3c61da9b803a.jpg?v=1709242323,1,,false,,,,lb,,active
clean-air_defense-system-rm-1-germicidal-uv-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM1-16,4082.013815341,,-3249,deny,manual,true,true,,,,,,,,,,,,,lb,,
clean-air_defense-system-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Clean Air Defense System BioForce Defender® Fixed Mount - FM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Fixed Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p>Notes</p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CAD_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617814263"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CADS-801_FM_Models_Spec_Sheet_0321.pdf?v=1617813688"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,CAD,true,Size,"12""",,,,,,,,FM3-12/12/5,4082.013815341,,-75,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVFM3-16-16-5_e90e7476-1ac2-49a4-ba5f-7edf1db4d9c0.jpg?v=1709242308,1,,false,,,,lb,,active
clean-air_defense-system-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,4082.013815341,,-105,deny,manual,true,true,,,,,,,,,,,,,lb,,
clean-air_defense-system-fm-2-uvc-uvv-dual-germicidal-oxidation-system,Clean Air Defense System BioForce Defender® Fixed Mount - FM2 UVC/UVV Dual Germicidal/Oxidation  System,"<p>- Fixed Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CAD_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617814263"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CADS-801_FM_Models_Spec_Sheet_0321.pdf?v=1617813688"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,CAD,true,Size,"12""",,,,,,,,FM2-12/5,4082.013815341,,-1567,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVFM2-16-5_2be05c0a-4769-4899-a382-ed9efc9f1974.jpg?v=1709242288,1,,false,,,,lb,,active
clean-air_defense-system-fm-2-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM2-16/5,4082.013815341,,-806,deny,manual,true,true,,,,,,,,,,,,,lb,,
clean-air_defense-system-fm-1-oxidation-system,"Clean Air Defense System BioForce Defender® Fixed Mount - FM1-5"" UVV Oxidation Unit","<p>- Fixed Mount UVV 5"" oxidation unit<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CAD_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617814263"">UV Frequently Asked Questions</a><span></span> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CADS-801_FM_Models_Spec_Sheet_0321.pdf?v=1617813688"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,CAD,true,Title,Default Title,,,,,,,,FM1-5,3175.010512289,,-32,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVFM1-5_f6e233e7-e5df-490d-929e-e4f3e18f6ef6.jpg?v=1709242272,1,,false,,,,lb,,active
clean-air_defense-system-fm-1-germicidal-uv-system,Clean Air Defense System BioForce Defender® Fixed Mount - FM1 Germicidal UVC System,"<p>- Fixed Mount UVC unit with 12"" and 16"" sizes available<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10-ton AHU</p>
<p>Notes</p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">UV Frequently Asked Questions</a> <span></span>page or view/download the<span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CADS-801_FM_Models_Spec_Sheet_0321.pdf?v=1617813688""> Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,CAD,true,Size,"12""",,,,,,,,FM1-12,3175.010512289,,-743,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVFM1-16_6b60f2c1-f20f-4a51-8227-5affd6303c75.jpg?v=1709242252,1,,false,,,,lb,,active
clean-air_defense-system-fm-1-germicidal-uv-system,,,,,,,,,"16""",,,,,,,,FM1-16,3175.010512289,,-1051,deny,manual,true,true,,,,,,,,,,,,,lb,,
clean-air_defense-system-300cfm-bypass-hepa-system,Clean Air Defense System 300 CFM Bypass HEPA System,"<p>300 CFM Bypass HEPA System with 1.5 inch pre-filter and 2 inch HEPA.</p>
<p>HP-300</p>
<p>Options ordered separately</p>
<ul>
<li><a href=""/collections/hepa/products/hepa-collar-mount-kit"">8"" Collars for remote mount</a></li>
<li><a href=""https://www.dynamiconlineorders.com/collections/hepa/products/activated-carbon-edge-panel"">Activated Carbon Insert</a></li>
</ul>
<p><span>Notes</span></p>
<ul>
<li>For more information, v<span data-mce-fragment=""1"">iew/download the</span><span data-mce-fragment=""1""></span> <a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,HEPA,CAD,true,Title,Default Title,,,,,,,,HP-300,9071.983477711,,-241,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/CAD_HEPA.png?v=1610389708,1,,false,,,,lb,,active
ars-rm-2-uvc-uvc-germicidal-system-remote-mount,ARS BioForce Defender® Remote Mount - RM2 Dual UVC Germicidal Unit,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617810511"">UV Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,ARS,true,Size,"12""",,,,,,,,RM2-12/12,4082.013815341,,-947,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARSRM2-16-16.jpg?v=1709241932,1,,false,,,,lb,,active
ars-rm-2-uvc-uvc-germicidal-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/16,4082.013815341,,-25,deny,manual,true,true,,,,,,,,,,,,,lb,,
ars-rm-1-oxidation-system,ARS BioForce Defender® Remote Mount - RM1-5WB UVV Oxidation Lamp Unit,"<p><span>- Remote Mount UVV 5"" oxidation unit with ballast (RM1-5WB).</span><br><span>- Three year warranty against lamp defects</span><br><span>- Lifetime warranty on all electric components</span><br><span>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz</span><br><span>- Suitable for up to a 10 ton AHU</span></p>
<p style=""text-decoration: underline;"">Notes</p>
<ul>
<li>For more information, see our <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617810511"">UV Frequently Asked Questions</a> <span data-mce-fragment=""1"">page or view/download the </span><span data-mce-fragment=""1""></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-802_RM_Models_Spec_Sheet_0321.pdf?v=1617747959"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,Remote Mount UV,ARS,true,Title,Default Title,,,,,,,,RM1-5WB,3175.010512289,,-8,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARSRM1-5WB.jpg?v=1709241910,1,,false,,,,lb,,active
ars-fm-1-oxidation-system,"ARS BioForce Defender® Fixed Mount - FM1-5"" UVV Oxidation Unit","<p>- Fixed Mount UVV 5"" oxidation unit<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<ul>
<li>For more information, see our <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617810511"">UV Frequently Asked Questions<span></span></a> page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-801_FM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet. </a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Fixed Mount UV,ARS,true,Title,Default Title,,,,,,,,FM1-5,3175.010512289,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARSFM1-5_png.jpg?v=1709236045,1,,false,,,,lb,,active
ars-300cfm-bypass-hepa-system,ARS 300 CFM Bypass HEPA System,"<p>300 CFM Bypass HEPA System with 1.5 inch pre-filter and 2 inch HEPA.</p>
<p>HP-300</p>
<p>Options ordered separately</p>
<ul>
<li><a href=""/collections/hepa/products/hepa-collar-mount-kit"">8"" Collars for remote mount</a></li>
<li>
<a href=""https://www.dynamiconlineorders.com/collections/hepa/products/activated-carbon-edge-panel"">Activated Carbon Insert</a><a href=""/collections/hepa/products/hepa-carbon-module""></a>
</li>
</ul>
<p><span>Notes</span></p>
<ul>
<li>For more information, v<span data-mce-fragment=""1"">iew/download the</span><span data-mce-fragment=""1""></span> <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,HEPA,ARS,true,Title,Default Title,,,,,,,,HP-300,9071.983477711,,-3,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/ARS_HEPA.png?v=1610386680,1,,false,,,,lb,,active
aireserv-rm-2-uvc-uvc-germicidal-system-remote-mount,AireServ BioForce Defender® Remote Mount - RM2 Dual UVC Germicidal Unit,"<p>- Remote Mount UVC H-lamp unit with 12"" and 16"" sizes available<br>- Three year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU</p>
<p><span>Notes</span></p>
<ul>
<li>For more information, see our <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV Frequently Asked Questions</a> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"">Spec S</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-802_RM_Models_Spec_Sheet_0321.pdf?v=1617747959"">h</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"">eet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"" data-mce-fragment=""1"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,Remote Mount UV,ASV,true,Size,"12""",,,,,,,,RM2-12/12,4082.013815341,,-53,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVRM2-16-16.jpg?v=1709242152,1,,false,,,,lb,,active
aireserv-rm-2-uvc-uvc-germicidal-system-remote-mount,,,,,,,,,"16""",,,,,,,,RM2-16/16,4082.013815341,,-58,deny,manual,true,true,,,,,,,,,,,,,lb,,
aireserv-rm-1-oxidation-system,AireServ BioForce Defender® Remote Mount - RM1-5WB UVV Oxidation Lamp Unit,"<p><span>- Remote Mount UVV 5"" oxidation unit with ballast (RM1-5WB).</span><br><span>- Three year warranty against lamp defects</span><br><span>- Lifetime warranty on all electric components</span><br><span>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz</span><br><span>- Suitable for up to a 10 ton AHU</span></p>
<p>Notes</p>
<ul>
<li>For more information, see our <span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">UV</a></span><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV_UVC_UVV_Frequently_Asked_Questions_Sheet.pdf?v=1617748399"">Frequently Asked Questions</a><span></span> page <span data-mce-fragment=""1"">or view/download the </span><span data-mce-fragment=""1""></span><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-802_RM_Models_Spec_Sheet_0321.pdf?v=1617810279"" data-mce-fragment=""1"">Spec Sheet</a><a aria-describedby=""a11y-external-message"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" data-mce-fragment=""1"">.</a>
</li>
</ul>
<ul></ul>",Dynamic AQS,Uncategorized,Remote Mount UV,ASV,true,Title,Default Title,,,,,,,,RM1-5WB,3175.010512289,,-36,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVRM1-5WB.jpg?v=1709242136,1,,false,,,,lb,,active
